NC_047559.1	14546	14811	1	1	1	0	1	17
NC_047559.1	60144	61888	2	2	1	0	2	40
NC_047559.1	62917	63649	2	2	1	0	1	39
NC_047559.1	67679	71250	2	2	0	1	0	33
NC_047559.1	68296	69145	2	2	1	0	4	36
NC_047559.1	68296	70161	2	2	1	0	1	24
NC_047559.1	122740	123488	1	1	1	2	0	9
NC_047559.1	416107	417369	2	2	1	0	18	29
NC_047559.1	418701	419965	2	2	0	0	2	20
NC_047559.1	420032	421132	2	2	1	2	0	46
NC_047559.1	516439	521878	2	2	0	0	1	34
NC_047559.1	548252	548901	2	2	1	5	0	24
NC_047559.1	554188	560109	2	2	1	11	0	37
NC_047559.1	560407	561065	1	1	1	23	1	24
NC_047559.1	560657	561065	1	1	1	0	1	1
NC_047559.1	561877	562403	1	1	1	2	0	28
NC_047559.1	562542	563143	1	1	1	14	0	24
NC_047559.1	563288	563518	1	1	1	1	0	23
NC_047559.1	563708	564799	1	1	1	4	0	39
NC_047559.1	565900	566633	1	1	1	3	0	30
NC_047559.1	566776	567121	1	1	1	2	0	43
NC_047559.1	567209	567494	1	1	1	19	0	40
NC_047559.1	567601	568073	1	1	1	23	1	44
NC_047559.1	574026	574219	2	2	1	14	0	17
NC_047559.1	574295	575038	2	2	1	4	0	44
NC_047559.1	577588	577882	2	2	1	1	0	17
NC_047559.1	596642	597812	1	1	1	3	0	29
NC_047559.1	597530	597812	1	1	1	1	0	3
NC_047559.1	597873	602703	1	1	1	1	0	4
NC_047559.1	609707	610883	1	1	1	1	0	36
NC_047559.1	611011	611104	1	1	1	1	0	19
NC_047559.1	612476	612577	1	1	1	2	0	17
NC_047559.1	612838	612962	1	1	1	79	0	48
NC_047559.1	613779	613875	1	1	1	1	0	15
NC_047559.1	614009	614219	1	1	1	19	0	43
NC_047559.1	616138	616435	1	1	1	1	0	20
NC_047559.1	642501	642892	1	1	1	11	1	41
NC_047559.1	642528	642892	1	1	1	0	1	1
NC_047559.1	644240	644583	1	1	1	4	0	37
NC_047559.1	644692	644803	1	1	1	3	0	9
NC_047559.1	645484	645606	1	1	1	12	0	46
NC_047559.1	645766	645954	1	1	1	44	0	42
NC_047559.1	648024	648501	1	1	1	3	0	37
NC_047559.1	648625	649058	1	1	1	16	0	36
NC_047559.1	649188	649475	1	1	1	7	0	25
NC_047559.1	650470	650601	1	1	1	4	0	14
NC_047559.1	651050	690823	1	1	0	0	2	30
NC_047559.1	653150	653276	1	1	1	2	0	25
NC_047559.1	693180	694782	1	1	1	1	0	11
NC_047559.1	734861	735748	1	1	1	1	0	40
NC_047559.1	735838	736124	1	1	1	2	0	44
NC_047559.1	735859	736124	1	1	1	1	0	25
NC_047559.1	736189	736370	1	1	1	1	0	8
NC_047559.1	736434	736945	1	1	1	1	0	27
NC_047559.1	756216	756248	2	6	1	0	3	16
NC_047559.1	759925	760181	2	2	1	2	0	22
NC_047559.1	773306	773466	2	2	1	2	0	29
NC_047559.1	788490	790068	1	1	1	2	0	38
NC_047559.1	824701	824829	1	1	1	1	0	1
NC_047559.1	826857	827159	2	2	1	8	0	48
NC_047559.1	829271	829424	2	2	1	1	0	20
NC_047559.1	847630	863783	2	2	0	0	1	13
NC_047559.1	986344	986846	2	2	1	4	0	41
NC_047559.1	1169118	1169144	0	0	0	3	0	43
NC_047559.1	1196078	1196210	1	1	1	2	0	31
NC_047559.1	1204472	1206736	1	1	1	14	1	40
NC_047559.1	1457627	1496235	2	2	0	1	0	12
NC_047559.1	1461509	1461509	0	0	1	1	0	38
NC_047559.1	1467705	1473798	2	2	0	0	11	31
NC_047559.1	1480446	1482015	2	2	1	3	0	32
NC_047559.1	1715731	1716630	2	2	1	1	0	31
NC_047559.1	1723574	1723693	2	2	1	4	0	20
